title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Senior C++ Engineer,Szczecin,PL,c,remote,senior,53.4285438,14.5528116,2023-04-06,FALSE,FALSE,b2b,16000,29000,pln,GCP,Computer science,C++
Backend .NET Developer,Opole,PL,net,remote,senior,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,17000,21000,pln,RabbitMQ,C#,.Net
Senior C++ Engineer,Warszawa,PL,c,remote,senior,52.2296756,21.0122287,2023-04-06,FALSE,FALSE,b2b,16000,29000,pln,GCP,Computer science,C++
"Senior .NET Developer (.NET 6, Azure)",Gdańsk,PL,net,remote,senior,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,b2b,21000,28000,pln,Microservices,C#,.NET Core/.NET 6
"Senior .NET Developer (.NET 6, Azure)",Wrocław,PL,net,remote,senior,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,b2b,21000,28000,pln,Microservices,C#,.NET Core/.NET 6
Java Developer,Toruń,PL,java,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
DevOps,Gdynia,PL,devops,remote,mid,54.5195232,18.5348,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Bydgoszcz,PL,devops,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Gorzów Wielkopolski,PL,devops,remote,mid,52.7325285,15.2369305,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Bielsko-Biała,PL,devops,remote,mid,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Szczecin,PL,devops,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Olsztyn,PL,devops,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Kielce,PL,devops,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Białystok,PL,devops,remote,mid,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Rzeszów,PL,devops,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Gdańsk,PL,devops,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Opole,PL,devops,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Kraków,PL,devops,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Łódź,PL,devops,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Zielona Góra,PL,devops,remote,mid,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Lublin,PL,devops,remote,mid,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Toruń,PL,devops,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Wrocław,PL,devops,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Katowice,PL,devops,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
DevOps,Warszawa,PL,devops,remote,mid,52.2302091,21.0113922,2023-04-06,TRUE,FALSE,permanent,10000,13000,pln,CI/CD,Kubernetes,Docker
Fullstack (PHP+Angular) Developer,Gdynia,PL,php,remote,mid,54.5195232,18.5348,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Bydgoszcz,PL,php,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Gorzów Wielkopolski,PL,php,remote,mid,52.7325285,15.2369305,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Bielsko-Biała,PL,php,remote,mid,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Szczecin,PL,php,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Olsztyn,PL,php,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Kielce,PL,php,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Białystok,PL,php,remote,mid,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Rzeszów,PL,php,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Gdańsk,PL,php,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Opole,PL,php,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Kraków,PL,php,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Łódź,PL,php,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Python Developer,Warszawa,PL,python,remote,mid,52.2302091,21.0113922,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Katowice,PL,python,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Wrocław,PL,python,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Toruń,PL,python,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Lublin,PL,python,remote,mid,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Zielona Góra,PL,python,remote,mid,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Łódź,PL,python,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Kraków,PL,python,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Opole,PL,python,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Gdańsk,PL,python,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Rzeszów,PL,python,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Białystok,PL,python,remote,mid,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Kielce,PL,python,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Olsztyn,PL,python,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Szczecin,PL,python,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Bielsko-Biała,PL,python,remote,mid,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Gorzów Wielkopolski,PL,python,remote,mid,52.7325285,15.2369305,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Bydgoszcz,PL,python,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Python Developer,Gdynia,PL,python,remote,mid,54.5195232,18.5348,2023-04-06,TRUE,FALSE,permanent,10000,14000,pln,fastapi,Django,Python
Fullstack (PHP+Angular) Developer,Zielona Góra,PL,php,remote,mid,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Lublin,PL,php,remote,mid,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Toruń,PL,php,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Wrocław,PL,php,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Katowice,PL,php,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Fullstack (PHP+Angular) Developer,Warszawa,PL,php,remote,mid,52.2302091,21.0113922,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Angular,JavaScript,PHP
Java Developer,Gdynia,PL,java,remote,mid,54.5195232,18.5348,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Bydgoszcz,PL,java,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Gorzów Wielkopolski,PL,java,remote,mid,52.7325285,15.2369305,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Bielsko-Biała,PL,java,remote,mid,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Szczecin,PL,java,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Olsztyn,PL,java,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Kielce,PL,java,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Białystok,PL,java,remote,mid,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Rzeszów,PL,java,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Gdańsk,PL,java,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Opole,PL,java,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Kraków,PL,java,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Łódź,PL,java,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Zielona Góra,PL,java,remote,mid,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Analityk Systemów IT,Warszawa,PL,analytics,remote,mid,52.2302091,21.0113922,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Katowice,PL,analytics,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Wrocław,PL,analytics,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Toruń,PL,analytics,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Lublin,PL,analytics,remote,mid,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Zielona Góra,PL,analytics,remote,mid,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Łódź,PL,analytics,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Kraków,PL,analytics,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Opole,PL,analytics,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Gdańsk,PL,analytics,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Rzeszów,PL,analytics,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Białystok,PL,analytics,remote,mid,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Kielce,PL,analytics,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Olsztyn,PL,analytics,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Szczecin,PL,analytics,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Bielsko-Biała,PL,analytics,remote,mid,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Gorzów Wielkopolski,PL,analytics,remote,mid,52.7325285,15.2369305,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Bydgoszcz,PL,analytics,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Analityk Systemów IT,Gdynia,PL,analytics,remote,mid,54.5195232,18.5348,2023-04-06,TRUE,FALSE,permanent,9000,12000,pln,JSON,XML,Analytics
Java Developer,Warszawa,PL,java,remote,mid,52.2302091,21.0113922,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Katowice,PL,java,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Wrocław,PL,java,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Java Developer,Lublin,PL,java,remote,mid,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,permanent,10000,15000,pln,Git,Spring,Java
Python Developer,Wrocław,PL,python,remote,mid,51.1078852,17.0385376,2023-04-06,FALSE,FALSE,b2b,14100,19500,pln,PostgreSQL,Django,Python
Programista PHP,Zabrze,PL,php,partly_remote,mid,50.3249278,18.7857186,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Dąbrowa Górnicza,PL,php,partly_remote,mid,50.3216897,19.1949126,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Tychy,PL,php,partly_remote,mid,50.1218007,19.0200022,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Bytom,PL,php,partly_remote,mid,50.3483816,18.9157175,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Ruda Śląska,PL,php,partly_remote,mid,50.2558286,18.8555704,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Mysłowice,PL,php,partly_remote,mid,50.2080466,19.1660513,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Tarnowskie Góry,PL,php,partly_remote,mid,50.4359468,18.8460247,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Knurów,PL,php,partly_remote,mid,50.2219315,18.6706468,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Gliwice,PL,php,partly_remote,mid,50.2944923,18.6713802,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Żory,PL,php,partly_remote,mid,50.0447236,18.7006401,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Rybnik,PL,php,partly_remote,mid,50.1021742,18.5462847,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Sosnowiec,PL,php,partly_remote,mid,50.2862638,19.1040791,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Chorzów,PL,php,partly_remote,mid,50.2974884,18.9545728,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Będzin,PL,php,partly_remote,mid,50.3255999,19.1254121,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Mikołów,PL,php,partly_remote,mid,50.1790184,18.9038037,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Piekary Śląskie,PL,php,partly_remote,mid,50.3789108,18.9270475,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Programista PHP,Katowice,PL,php,partly_remote,mid,50.2485771,19.0003011,2023-04-06,TRUE,FALSE,b2b,7000,14000,pln,PHP 8,PHP 7,PHP 5
Backend PHP Developer,Katowice,PL,php,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Łódź,PL,php,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Białystok,PL,php,remote,mid,53.1324886,23.1688403,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Poznań,PL,php,remote,mid,52.406374,16.9251681,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Gdańsk,PL,php,remote,mid,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Kraków,PL,php,remote,mid,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Wrocław,PL,php,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Kielce,PL,php,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Backend PHP Developer,Szczecin,PL,php,remote,mid,53.4285438,14.5528116,2023-04-06,TRUE,FALSE,b2b,12000,20000,pln,SQL,Symfony 4,PHP
Lead/Senior C Developer,Kraków,PL,other,partly_remote,senior,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,b2b,15500,24600,pln,C embedded development,C programming,C
Cloud DevOps Engineer (wage in € option),Kraków,PL,devops,remote,senior,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,b2b,16000,30000,pln,Docker,DevOps,Azure
Cloud DevOps Engineer (wage in € option),Warszawa,PL,devops,remote,senior,52.2296756,21.0122287,2023-04-06,TRUE,FALSE,b2b,16000,30000,pln,Docker,DevOps,Azure
Salesforce Developer,Kraków,PL,javascript,partly_remote,mid,50.0660615,19.9675826,2023-04-06,TRUE,FALSE,b2b,17600,27200,pln,LWC,Salesforce,Apex
BI Consultant,Katowice,PL,other,remote,mid,50.2648919,19.0237815,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Olsztyn,PL,other,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Bydgoszcz,PL,other,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Łódź,PL,other,remote,mid,51.7592485,19.4559833,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Kielce,PL,other,remote,mid,50.8660773,20.6285677,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
Remote Sustainability and ESG Analyst,Wrocław,PL,analytics,remote,senior,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
BI Consultant,Rzeszów,PL,other,remote,mid,50.0411867,21.9991196,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
Remote Sustainability and ESG Analyst,Kraków,PL,analytics,remote,senior,50.0646501,19.9449799,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Białystok,PL,analytics,remote,senior,53.1328811,23.1555582,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Olsztyn,PL,analytics,remote,senior,53.778422,20.4801193,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Gdańsk,PL,analytics,remote,senior,54.3520252,18.6466384,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Zielona Góra,PL,analytics,remote,senior,51.9356214,15.5061862,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Bielsko-Biała,PL,analytics,remote,senior,49.8223768,19.0583845,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Opole,PL,analytics,remote,senior,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Lublin,PL,analytics,remote,senior,51.2464536,22.5684463,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
Remote Sustainability and ESG Analyst,Częstochowa,PL,analytics,remote,senior,50.8118195,19.1203094,2023-04-06,TRUE,FALSE,b2b,11000,16000,pln,Sustainability,ESG,MS Excel
BI Consultant,Szczecin,PL,other,remote,mid,53.4330206,14.5483543,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Toruń,PL,other,remote,mid,53.0137902,18.5984437,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
BI Consultant,Poznań,PL,other,remote,mid,52.4093634,16.9317991,2023-04-06,TRUE,FALSE,b2b,20000,28000,pln,Power BI,Business Intelligence,English
Młodszy Inżynier Systemów,Wrocław,PL,devops,remote,junior,51.1078852,17.0385376,2023-04-06,FALSE,FALSE,b2b,12800,16000,pln,NGINX,Apache Tomcat,Apache
Linux System Administrator,Wrocław,PL,admin,remote,mid,51.1078852,17.0385376,2023-04-06,TRUE,FALSE,b2b,16000,20000,pln,Nomad,Puppet,Linux
Linux System Administrator,Warszawa,PL,admin,remote,mid,52.2296756,21.0122287,2023-04-06,TRUE,FALSE,b2b,16000,20000,pln,Nomad,Puppet,Linux
QA Automation Tester,Bydgoszcz,PL,testing,remote,mid,53.1234804,18.0084378,2023-04-06,TRUE,FALSE,b2b,13000,20000,pln,Writing Test Scenarios,Test Automation,English
QA Automation Tester,Opole,PL,testing,remote,mid,50.6683223,17.9230651,2023-04-06,TRUE,FALSE,b2b,13000,20000,pln,Writing Test Scenarios,Test Automation,English
QA Automation Tester,Olsztyn,PL,testing,remote,mid,53.778422,20.4801193,2023-04-06,TRUE,FALSE,b2b,13000,20000,pln,Writing Test Scenarios,Test Automation,English
